day;revenue;tac;clicks
2013-01-10;15072133.01;7625878.477;177344650
2013-01-11;14060819.61;7154330.852;164575145
2013-01-12;12777188.85;6284243.244;147533400
2013-01-13;13815076.75;6635248.243;158990265
2013-01-14;14770233.71;7795221.62;176243200
2013-01-15;15011447.84;7603441.747;180550615
2013-01-16;15194458.69;7745915.986;183213205
2013-01-17;14813659.3;7710528.254;180464025
2013-01-18;14484527.88;7389512.624;176486905
2013-01-19;13183682.76;6574324.783;161059220
2013-01-20;14395483.11;7099641.219;174238015
2013-01-21;15336388.15;7997788.128;190769530
2013-01-22;14906813.53;7643360.677;185306205
2013-01-23;14315910.66;7402067.423;179080685
2013-01-24;13628274.01;7269615.297;170827895
2013-01-25;13616760.46;7061178.054;169569120
2013-01-26;12507126.03;6204190.51;155438045
2013-01-27;13285350.61;6573826.371;161922845
2013-01-28;14716839.99;7686662.021;182877030
2013-01-29;14621878.21;7525286.925;176891785
2013-01-30;14996205.76;7795783.069;186770220
2013-01-31;14670501.28;7854866.671;183402450
2013-02-01;13833120.19;7538524.574;182572005
2013-02-02;12565467.13;6536979.299;159696075
2013-02-03;13463324.86;6916939.936;169262520
2013-02-04;14496011.86;7786546.382;191494835
2013-02-05;14604849;7655627.298;186600400
2013-02-06;14191464.05;7441229.733;182539700
2013-02-07;13651242.93;7263759.292;175809095
2013-02-08;13210041.03;6899235.336;166296900
2013-02-09;11838169.86;5922225.18;144867205
2013-02-10;12261747.99;6140326.549;149837240
2013-02-11;13850997.71;7148750.982;173087670
2013-02-12;13974101.2;7360661.382;176870890
2013-02-13;13462404.06;7010636.091;169223775
2013-02-14;12372143.38;6536877.49;160027700
2013-02-15;11933001.63;6335000.625;156227085
2013-02-16;10481228.64;5343649.046;133167405
2013-02-17;11200080.43;5748050.962;141638070
2013-02-18;12048478.41;6468187.249;155445990
2013-02-19;12485842.99;6655270.412;161908110
2013-02-20;11135082.26;6422247.213;147389970
2013-02-21;11994547.38;6482926.096;155093645
2013-02-22;11892225.84;6179383.487;150773490
2013-02-23;10681438.1;5421926.768;134938755
2013-02-24;11469173.1;5809576.553;143479280
2013-02-25;12497845.35;6727194.638;156081450
2013-02-26;12559392.06;6568931.26;156854390
2013-02-27;12597231.39;6657255.026;157911670
2013-02-28;13284847.78;7074041.022;165390960
2013-03-01;12807849.35;6787666.783;163016315
2013-03-02;11685710.55;6014686.992;149821665
2013-03-03;12485115.28;6513577.103;158031195
2013-03-04;13005901.65;7313861.573;164889795
2013-03-05;13776324.01;7272133.365;174665750
2013-03-06;14063162.84;7231489.117;178063725
2013-03-07;13284800.83;6953422.417;168196420
2013-03-08;12730329.7;6714046.599;163695875
2013-03-09;11757570.38;5984082.339;148229655
2013-03-10;12855812.15;6469845.345;161310800
2013-03-11;13734769.1;7218783.579;175480935
2013-03-12;14304922.9;7297345.317;179100915
2013-03-13;14172154.91;7364346.493;180419085
2013-03-14;13434720.68;6974713.893;172188660
2013-03-15;12494639.49;6373683.559;159853295
2013-03-16;11918412.84;5850787.567;151599175
2013-03-17;13361424.11;6495485.124;168721910
2013-03-18;14401496.14;7420150.034;184839655
2013-03-19;13739696.49;7091791.432;178199350
2013-03-20;14027033.9;7274555.529;176318800
2013-03-21;13345299.64;6918208.866;169832285
2013-03-22;12920045.65;6690585.539;165326735
2013-03-23;12415464.16;6153470.015;152864180
2013-03-24;13582691.43;6720589.317;167589240
2013-03-25;14458004.83;7425781.341;182399980
2013-03-26;14364222.16;7467745.646;178376345
2013-03-27;14129433.8;7408860.745;171573255
2013-03-28;13343172.36;6992322.578;160212780
2013-03-29;12801587.95;6640687.854;152592650
2013-03-30;11381531.81;5759826.23;138515440
2013-03-31;11545676.33;5991539.852;137756850
2013-04-01;14856362.56;7703911.444;181024725
2013-04-02;15527004.96;7947748.796;187280695
2013-04-03;14980298.73;7671928.736;182422695
2013-04-04;14907580.86;7609173.543;180506760
2013-04-05;14477980.48;7373131.954;176817445
2013-04-06;12932513.79;6380355.658;162271865
2013-04-07;13568639.44;6864185.31;166508510
2013-04-08;14882631;7890787.236;184941680
2013-04-09;15102178.31;7848951.581;186923660
2013-04-10;15108781.15;7724187.37;182907270
2013-04-11;14312639.35;7429676.897;175689465
2013-04-12;13566106.36;6974071.259;168531195
2013-04-13;11786463.15;5893460.995;147927395
2013-04-14;12284895.34;6170906.627;151915575
2013-04-15;13685077.28;7160331.235;169430100
2013-04-16;14131060.89;7103920.557;175659505
2013-04-17;13896815.71;7073286.722;171707620
2013-04-18;13522098.79;6930474.954;165372830
2013-04-19;13312910.66;6826821.845;163469845
2013-04-20;11802738.83;5836766.702;145120080
2013-04-21;12620699.56;6205036.93;153299475
2013-04-22;13206426.26;6943941.519;160329575
2013-04-23;14013127.55;6968977.191;167356000
2013-04-24;13833274.85;6979540.273;167023185
2013-04-25;12536270.04;6613154.082;150954125
2013-04-26;12808276.9;6596519.489;156231880
2013-04-27;11939441.83;5844632.584;145063485
2013-04-28;12640607.25;6170081.032;152124630
2013-04-29;13257259.53;6897244.884;161271215
2013-04-30;13476649.59;6971673.77;163214730
2013-05-01;13638788.38;6870760.373;165074280
2013-05-02;13612442.68;6967448.61;169842645
2013-05-03;12976865.2;6596865.187;161155680
2013-05-04;11505631.3;5658400.924;143145485
2013-05-05;11938801.48;5907162.18;148482460
2013-05-06;13426928.4;6962948.204;167203435
2013-05-07;13794365.63;7215814.041;169747235
2013-05-08;13711112.19;7074062.956;166183885
2013-05-09;13810996.05;6951310.021;168382830
2013-05-10;13695472.38;7036956.91;169301055
2013-05-11;12378109.39;6257503.222;152110175
2013-05-12;12802720.25;6420559.436;155685810
2013-05-13;14362486.18;7586776.451;177996875
2013-05-14;13850797.51;7258291.976;170272515
2013-05-15;14221006.19;7303235.321;175894285
2013-05-16;14040213.79;7173725.471;175551600
2013-05-17;13292606.43;6814117.661;166489295
2013-05-18;11819456.55;5803711.102;150428495
2013-05-19;12883732.65;6347565.581;162185380
2013-05-20;15283076.83;7758021.724;190094765
2013-05-21;14917135.48;7630827.334;186079600
2013-05-22;14671452.65;7583728.147;180812030
2013-05-23;14428995.88;7555963.473;180346775
2013-05-24;14167771.68;7288341.341;176697465
2013-05-25;12101556.39;5906635.652;152806570
2013-05-26;13021622.28;6368731.804;162797460
2013-05-27;14614848.11;7382667.864;188331990
2013-05-28;15567215.75;8057455.501;195300140
2013-05-29;15707628.93;8161464.366;192558485
2013-05-30;15543347.59;8139954.886;190851535
2013-05-31;14405333.65;7541144.64;181038410
2013-06-01;13220892.24;6651469.916;169611750
2013-06-02;13619826.15;6969002.288;173644940
2013-06-03;15638654.5;8262278.151;204056300
2013-06-04;15640658.88;8397339.743;198020690
2013-06-05;14889567.46;8013971.973;190163785
2013-06-06;14266807.14;7602027.474;181938645
2013-06-07;13827171.65;7289235.246;175610505
2013-06-08;12021814.53;6148112.689;156077145
2013-06-09;14080187.94;7029297.044;178167920
2013-06-10;15913549.5;8539409.043;201353110
2013-06-11;15241962.21;8030184.544;192365215
2013-06-12;14803104.68;7771495.914;183369725
2013-06-13;14943528.15;7795892.415;180638780
2013-06-14;13477533;7090502.755;165393480
2013-06-15;11715097.84;5999222.761;146565685
2013-06-16;12603321.85;6323646.49;153813590
2013-06-17;15381359.76;8323927.796;186047995
2013-06-18;15149562.01;7858625.797;183873095
2013-06-19;15079152.34;7890452.971;186870635
2013-06-20;14888603.4;7792826.429;182835065
2013-06-21;13994114.98;7346989.878;173615750
2013-06-22;12110596.53;6095248.317;148389850
2013-06-23;13237501.73;6591150.796;160661375
2013-06-24;15173667.54;7781411.677;190077125
2013-06-25;15240590.69;7669260.207;191377305
2013-06-26;16055449.23;7908605.012;187843390
2013-06-27;15472688.3;7978887.492;178636360
2013-06-28;14307487.08;7354935.003;168585970
2013-06-29;12366746.94;5949700.588;146828955
2013-06-30;13285626.44;6369053.715;152859490
2013-07-01;16246936.75;7910706.897;193266430
2013-07-02;16814724.03;8082906.802;196311150
2013-07-03;16779288.49;8106647.693;197427930
2013-07-04;15901604.68;7662500.041;189880460
2013-07-05;14654875.78;7226582.262;173595205
2013-07-06;12143947.58;5898533.329;144478040
2013-07-07;13291917.76;6324331.749;156547650
2013-07-08;16502605.63;8474410.018;188632010
2013-07-09;16602644.19;8304181.162;191997505
2013-07-10;16729153.1;8327457.829;191261455
2013-07-11;16343172.13;8168543.48;189963340
2013-07-12;14746620.21;7394209.156;171945620
2013-07-13;11976637.54;5722849.344;142966390
2013-07-14;13147762.83;6308342.876;155132390
2013-07-15;15870884.03;7867725.377;186550630
2013-07-16;16073580.34;7811347.478;190021685
2013-07-17;15812926.01;7953771.5;192673775
2013-07-18;15236815.13;7652439.967;187606090
2013-07-19;15058739.79;7437725.241;182455000
2013-07-20;12550543.13;6035387.349;149180535
2013-07-21;13359355.1;6401652.007;158443845
2013-07-22;16390677.86;8216741.989;193268075
2013-07-23;16473761.38;8468421.069;194533220
2013-07-24;16544632.63;8545804.264;194326895
2013-07-25;16213946.23;8305830.955;192142265
2013-07-26;15451304.2;7843640.408;189134645
2013-07-27;13475095.98;6500767.792;166930645
2013-07-28;14915003.43;7090494.219;178156930
2013-07-29;17469825.55;8623555.024;207743725
2013-07-30;17080072;8374307.177;202337135
2013-07-31;15858734.9;7903771.373;191503235
2013-08-01;15894122.6;7801327.83;197344840
2013-08-02;16019630.33;8069353.314;202572475
2013-08-03;13762260.54;6777973.087;174627355
2013-08-04;14641910.53;7177579.292;184088310
2013-08-05;17169898.33;8797476.44;215777940
2013-08-06;17443973.21;8803983.892;219755620
2013-08-07;16928190.76;8496337.424;213784515
2013-08-08;16511343.66;8277037.422;209545490
2013-08-09;15640535.3;7810002.513;200489940
2013-08-10;13004359.19;6272194.827;170793875
2013-08-11;13777491.91;6857646.411;177286305
2013-08-12;16321590.99;8379417.783;207344480
2013-08-13;15955138.98;8137234.265;201968340
2013-08-14;15843655.7;8116721.787;205087295
2013-08-15;14608449.5;7574366.973;188424985
2013-08-16;14597034.49;7523151.085;193035430
2013-08-17;12998244.41;6386880.493;174565335
2013-08-18;14330404.88;6947535.566;189809550
2013-08-19;15981254;8083461.88;207547445
2013-08-20;15321858.96;7839563.633;196055755
2013-08-21;15774118.9;8064293.024;201472180
2013-08-22;15702112.31;8088393.277;201686695
2013-08-23;15147052.35;7687585.097;196557270
2013-08-24;13203572.53;6462356.441;172246165
2013-08-25;14158118.69;6840948.937;182283360
2013-08-26;15993146.1;8059905.638;208388670
2013-08-27;15915598.39;8117958.094;204070160
2013-08-28;15505625.35;7948622.488;194264315
2013-08-29;15263823.73;7929598.886;191629900
2013-08-30;13988476.34;7211791.567;175474425
2013-08-31;12939512.4;6337389.089;160459740
2013-09-01;14691516.95;6902744.39;180309220
2013-09-02;16546944.38;8161815.515;211347990
2013-09-03;16585388.68;8429861.334;221604285
2013-09-04;16261891.15;8470640.569;217830795
2013-09-05;15899452.91;8301974.526;211744155
2013-09-06;16629664.35;8563924.936;217422310
2013-09-07;14489227.76;7250702.362;190211665
2013-09-08;16289070.05;8066601.946;209312355
2013-09-09;17327558.46;8767498.47;223764415
2013-09-10;17475642.24;8892142.035;231281610
2013-09-11;17090087.46;8998832.682;228902870
2013-09-12;16974074.29;8872434.351;224746760
2013-09-13;16479988.21;8679393.374;217484750
2013-09-14;14894478.56;7539955.874;195982220
2013-09-15;16965562.6;8467170.854;224253750
